"REF_DATE","GEO","DGUID","Institution type","Program type","Credential type","Field of study","Gender","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2000","Canada","2016A000011124","Total, institution type","Total, program type","Total, credential type","Social and behavioural sciences and law [4]","Total, gender","Number","223","units","0","v79575641","1.1.1.1.6.1","46395","","","","0"
"2001","Canada","2016A000011124","Total, institution type","Total, program type","Total, credential type","Social and behavioural sciences and law [4]","Total, gender","Number","223","units","0","v79575641","1.1.1.1.6.1","46941","","","","0"
"2002","Canada","2016A000011124","Total, institution type","Total, program type","Total, credential type","Social and behavioural sciences and law [4]","Total, gender","Number","223","units","0","v79575641","1.1.1.1.6.1","48939","","","","0"
"2003","Canada","2016A000011124","Total, institution type","Total, program type","Total, credential type","Social and behavioural sciences and law [4]","Total, gender","Number","223","units","0","v79575641","1.1.1.1.6.1","51924","","","","0"
"2004","Canada","2016A000011124","Total, institution type","Total, program type","Total, credential type","Social and behavioural sciences and law [4]","Total, gender","Number","223","units","0","v79575641","1.1.1.1.6.1","54000","","","","0"
"2005","Canada","2016A000011124","Total, institution type","Total, program type","Total, credential type","Social and behavioural sciences and law [4]","Total, gender","Number","223","units","0","v79575641","1.1.1.1.6.1","55713","","","","0"
"2006","Canada","2016A000011124","Total, institution type","Total, program type","Total, credential type","Social and behavioural sciences and law [4]","Total, gender","Number","223","units","0","v79575641","1.1.1.1.6.1","59793","","","","0"
"2007","Canada","2016A000011124","Total, institution type","Total, program type","Total, credential type","Social and behavioural sciences and law [4]","Total, gender","Number","223","units","0","v79575641","1.1.1.1.6.1","64818","","","","0"
"2008","Canada","2016A000011124","Total, institution type","Total, program type","Total, credential type","Social and behavioural sciences and law [4]","Total, gender","Number","223","units","0","v79575641","1.1.1.1.6.1","63306","","","","0"
"2009","Canada","2016A000011124","Total, institution type","Total, program type","Total, credential type","Social and behavioural sciences and law [4]","Total, gender","Number","223","units","0","v79575641","1.1.1.1.6.1","64734","","","","0"
"2010","Canada","2016A000011124","Total, institution type","Total, program type","Total, credential type","Social and behavioural sciences and law [4]","Total, gender","Number","223","units","0","v79575641","1.1.1.1.6.1","65469","","","","0"
"2011","Canada","2016A000011124","Total, institution type","Total, program type","Total, credential type","Social and behavioural sciences and law [4]","Total, gender","Number","223","units","0","v79575641","1.1.1.1.6.1","67539","","","","0"
"2012","Canada","2016A000011124","Total, institution type","Total, program type","Total, credential type","Social and behavioural sciences and law [4]","Total, gender","Number","223","units","0","v79575641","1.1.1.1.6.1","70371","","","","0"
"2013","Canada","2016A000011124","Total, institution type","Total, program type","Total, credential type","Social and behavioural sciences and law [4]","Total, gender","Number","223","units","0","v79575641","1.1.1.1.6.1","75966","","","","0"
"2014","Canada","2016A000011124","Total, institution type","Total, program type","Total, credential type","Social and behavioural sciences and law [4]","Total, gender","Number","223","units","0","v79575641","1.1.1.1.6.1","78543","","","","0"
"2015","Canada","2016A000011124","Total, institution type","Total, program type","Total, credential type","Social and behavioural sciences and law [4]","Total, gender","Number","223","units","0","v79575641","1.1.1.1.6.1","81246","","","","0"
"2016","Canada","2016A000011124","Total, institution type","Total, program type","Total, credential type","Social and behavioural sciences and law [4]","Total, gender","Number","223","units","0","v79575641","1.1.1.1.6.1","80787","","","","0"
"2017","Canada","2016A000011124","Total, institution type","Total, program type","Total, credential type","Social and behavioural sciences and law [4]","Total, gender","Number","223","units","0","v79575641","1.1.1.1.6.1","81627","","","","0"
"2018","Canada","2016A000011124","Total, institution type","Total, program type","Total, credential type","Social and behavioural sciences and law [4]","Total, gender","Number","223","units","0","v79575641","1.1.1.1.6.1","80352","","","","0"
"2019","Canada","2016A000011124","Total, institution type","Total, program type","Total, credential type","Social and behavioural sciences and law [4]","Total, gender","Number","223","units","0","v79575641","1.1.1.1.6.1","82650","","","","0"
"2020","Canada","2016A000011124","Total, institution type","Total, program type","Total, credential type","Social and behavioural sciences and law [4]","Total, gender","Number","223","units","0","v79575641","1.1.1.1.6.1","81384","","","","0"
"2021","Canada","2016A000011124","Total, institution type","Total, program type","Total, credential type","Social and behavioural sciences and law [4]","Total, gender","Number","223","units","0","v79575641","1.1.1.1.6.1","89526","","","","0"
"1992","Canada","2016A000011124","Total, institution type","Total, program type","Total, credential type","Business, management and public administration [5]","Total, gender","Number","223","units","0","v79575645","1.1.1.1.7.1","48822","","","","0"
"1993","Canada","2016A000011124","Total, institution type","Total, program type","Total, credential type","Business, management and public administration [5]","Total, gender","Number","223","units","0","v79575645","1.1.1.1.7.1","51123","","","","0"
"1994","Canada","2016A000011124","Total, institution type","Total, program type","Total, credential type","Business, management and public administration [5]","Total, gender","Number","223","units","0","v79575645","1.1.1.1.7.1","53040","","","","0"
"1995","Canada","2016A000011124","Total, institution type","Total, program type","Total, credential type","Business, management and public administration [5]","Total, gender","Number","223","units","0","v79575645","1.1.1.1.7.1","53172","","","","0"
"1996","Canada","2016A000011124","Total, institution type","Total, program type","Total, credential type","Business, management and public administration [5]","Total, gender","Number","223","units","0","v79575645","1.1.1.1.7.1","54312","","","","0"
"1997","Canada","2016A000011124","Total, institution type","Total, program type","Total, credential type","Business, management and public administration [5]","Total, gender","Number","223","units","0","v79575645","1.1.1.1.7.1","55752","","","","0"
"1998","Canada","2016A000011124","Total, institution type","Total, program type","Total, credential type","Business, management and public administration [5]","Total, gender","Number","223","units","0","v79575645","1.1.1.1.7.1","54765","","","","0"
"1999","Canada","2016A000011124","Total, institution type","Total, program type","Total, credential type","Business, management and public administration [5]","Total, gender","Number","223","units","0","v79575645","1.1.1.1.7.1","57057","","","","0"
"2000","Canada","2016A000011124","Total, institution type","Total, program type","Total, credential type","Business, management and public administration [5]","Total, gender","Number","223","units","0","v79575645","1.1.1.1.7.1","65889","","","","0"
"2001","Canada","2016A000011124","Total, institution type","Total, program type","Total, credential type","Business, management and public administration [5]","Total, gender","Number","223","units","0","v79575645","1.1.1.1.7.1","68910","","","","0"
"2002","Canada","2016A000011124","Total, institution type","Total, program type","Total, credential type","Business, management and public administration [5]","Total, gender","Number","223","units","0","v79575645","1.1.1.1.7.1","72732","","","","0"
"2003","Canada","2016A000011124","Total, institution type","Total, program type","Total, credential type","Business, management and public administration [5]","Total, gender","Number","223","units","0","v79575645","1.1.1.1.7.1","77664","","","","0"
"2004","Canada","2016A000011124","Total, institution type","Total, program type","Total, credential type","Business, management and public administration [5]","Total, gender","Number","223","units","0","v79575645","1.1.1.1.7.1","82905","","","","0"
"2005","Canada","2016A000011124","Total, institution type","Total, program type","Total, credential type","Business, management and public administration [5]","Total, gender","Number","223","units","0","v79575645","1.1.1.1.7.1","83181","","","","0"
